category,question,correct_letter,predicted,is_correct,response
computer science,In BASIC the RND function is used to generate a random number between 0 and 1. What statements would you use to: (a) generate integral random number between 0 and X - 1? (b) generate integral random number between 1 and X? (c) simulate the toss of a cubical die? (d) simulate a binary random choice taking values 1 or 2?,A,C,False,C
computer science,List the common types of registers used in the computer and statetheir purpose.,A,A,True,A
computer science,"You have just received a Basic Assembler Language programyou ran. As you turn to the execution page to check theprintout, you find that every fourth line of the program reads, for example, PSW =... 00004F17B4C4. What is the PSW and what information does it provide? In addition, what informationis provided in the three lines following the PSW statement?",J,J,True,J
computer science,"Describe in words the function and the output of the following subroutine. SUBROUTINE GCD (I,J,K) IF (I - J) 1,4,2 1 L = J J = I I = L 2L = I-(I/J){_\ast}J IF(L) 3,4,3 3 I = J J = L GO TO 2 4 K = J RETURN END",A,A,True,A
computer science,Which of the following is NOT a reasonable justification for choosing to busy-wait on an asynchronous event?,C,B,False,B
physics,What is the significance of the 1:2:4 resonance in the Jupiter's moons system?,I,E,False,E
physics,We were first able to accurately measure the diameter of Pluto from:,D,B,False,B
physics,What about asteroids makes them stand out in sky surveys searching for them?,D,A,False,A
physics,Approximately how far away is the Andromeda Galaxy?,B,C,False,C
physics,What is the source of the material that causes meteor showers?,J,A,False,A
physics,How does the greenhouse effect work?,F,C,False,C
physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",G,A,False,A
physics,The coefficient of static friction between a small coin and the surface of a turntable is 0.30. The turntable rotates at 33.3 revolutions per minute. What is the maximum distance from the center of the turntable at which the coin will not slide?,E,C,False,C
physics,"A proton moves in the +z-direction after being accelerated from rest through a potential difference V. The proton then passes through a region with a uniform electric field E in the +x-direction and a uniform magnetic field B in the +y-direction, but the proton’s trajectory is not affected. If the experiment were repeated using a potential difference of 2V, the proton would then be",C,A,False,A
physics,"Under certain conditions, a beam of electrons impinging on a crystal surface will diffract and a scattering pattern of the beam can be obtained. What is the approximate kinetic energy of the electrons needed in order to see the pattern? (Assume the lattice spacing of the crystal to be 0.4 nm.)",J,D,False,D
physics,"An organ pipe, closed at one end and open at the other, is designed to have a fundamental frequency of C (131 Hz). What is the frequency of the next higher harmonic for this pipe?",H,C,False,C
physics,"Two spaceships approach Earth with equal speeds, as measured by an observer on Earth, but from opposite directions. A meterstick on one spaceship is measured to be 60 cm long by an occupant of the other spaceship. What is the speed of each spaceship, as measured by the observer on Earth?",F,A,False,A
physics,"The emission spectrum of the doubly ionized lithium atom Li++ (Z = 3, A = 7) is identical to that of a hydrogen atom in which all the wavelengths are",I,A,False,A
physics,"You drive a beat-up pickup truck along a straight road for $8.4 \mathrm{~km}$ at $70 \mathrm{~km} / \mathrm{h}$, at which point the truck runs out of gasoline and stops. Over the next $30 \mathrm{~min}$, you walk another $2.0 \mathrm{~km}$ farther along the road to a gasoline station.
What is your overall displacement from the beginning of your drive to your arrival at the station?",D,D,True,D
physics,A cell is roughly spherical with a radius of $20.0 \times 10^{-6} \mathrm{~m}$. Calculate the work required to expand the cell surface against the surface tension of the surroundings if the radius increases by a factor of three. Assume the cell is surrounded by pure water and that $T=298.15 \mathrm{~K}$.,E,E,True,E
physics,A muscle fiber contracts by $3.5 \mathrm{~cm}$ and in doing so lifts a weight. Calculate the work performed by the fiber. Assume the muscle fiber obeys Hooke's law $F=-k x$ with a force constant $k$ of $750 . \mathrm{N} \mathrm{m}^{-1}$.,B,A,False,A
physics,"A system consisting of $82.5 \mathrm{~g}$ of liquid water at $300 . \mathrm{K}$ is heated using an immersion heater at a constant pressure of 1.00 bar. If a current of $1.75 \mathrm{~A}$ passes through the $25.0 \mathrm{ohm}$ resistor for 100 .s, what is the final temperature of the water?",A,C,False,C
physics,"Consider the half-cell reaction $\operatorname{AgCl}(s)+\mathrm{e}^{-} \rightarrow$ $\operatorname{Ag}(s)+\mathrm{Cl}^{-}(a q)$. If $\mu^{\circ}(\mathrm{AgCl}, s)=-109.71 \mathrm{~kJ} \mathrm{~mol}^{-1}$, and if $E^{\circ}=+0.222 \mathrm{~V}$ for this half-cell, calculate the standard Gibbs energy of formation of $\mathrm{Cl}^{-}(a q)$.",C,C,True,C
physics,"Determine the root-mean-square (rms) values of displacement, velocity, and acceleration for a damped forced harmonic oscillator operating at steady state.",A,J,False,J
physics,"A stone is dropped into a well and the splash is heard two seconds later. If sound travels 1100 ft/sec, what is the depth of the well?",J,A,False,A
physics,A car battery supplies a currentI of 50 amp to the starter motor. How much charge passes through the starter in (1/2) min?,D,C,False,C
physics,"A small boy pumps up his bicycle tires on a day when the temperature is 300°K. Find the temperature of the air in the bicycle pump if the tire pressures are to be 24.5 lb/in^2 and the air in the pump is assumed to be compressed adiabatically. For air, \gamma = 1.40.",B,B,True,B
physics,"A newly discovered planet has twice the density of the earth, but the acceleration due to gravity on its surface is exactly the same as on the surface of the earth. What is its radius?",B,E,False,E
physics,An electron is released from rest at one point in a uniform electric field and moves a distance of 10 cm in 10^-7 sec. What is the electric field strength and what is the voltage between the two points?,B,B,True,B
physics,"The SLAC accelerator is capable of accelerating electrons to an energy of 4 × 10^10eV. If the number of electrons in the beam corresponds to a current of 6 x 10^\rule{1em}{1pt}5 A, (a) how many electrons arrive at the target each second and (b) how much energy, in joules, is deposited in the target each second?",C,B,False,B
engineering,"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",C,C,True,C
engineering,Stack is also known as,C,C,True,C
engineering,The errors mainly caused by human mistakes are,A,C,False,C
engineering,Power dissipation in ideal inductor is,H,B,False,B
engineering,"In force-current analogy, electrical analogous quantity for displacement (x) is",G,C,False,C
engineering,"An air-vapor mixture, initially at 60°F and 55 percent relative humidity, is heated until its temperature reaches 85°F. Determine (a) the initial and final specifichumidities, (b) the final relative humidity, and (c) the amount of heat added perlbmof dry air. Assume the mixture to be at a pressure of 14.7psia.",B,C,False,C
engineering,"A tank contains saturated air-vapor mixture at 240°F and 55 psia. If the mixture contains 1 lb of dry air, calculate the volume of the tank and the mass of water vapor in the mixture.",G,A,False,A
engineering,"Calculate the entropy change for (a) H_2O (s, - 20°C, 1atm) \rightarrow H_2O (s, 0°C, 1atm) (b) H_2O (s, - 20°C, 1atm) \rightarrow H_2O (1, 20°C, 1atm) Assume C_p (H_2O, 1) = 18 cal deg^-1 mole^-1, C_p (H_2O, s) = 9 cal deg^-1 mole^-1 and\DeltaH_fusion= 1440 cal deg^-1 mole^-1, andalso that the heat capacities are independent of temperature.",A,A,True,A
engineering,"Three kilograms of air are at an initial state of 100kPa, 300°K.The air is then compressedpolytropicallywith n = 2.56, to a final pressure of 500kPa. Assuming constant specificheats, calculate the change in entropy using the threeideal gas equations.",F,E,False,E
engineering,"What is the volume of a container required, to store 1500lbmof ethane (C_2H_6) at 160°F and a pressure of 1100 psig (gage pressure)?",J,A,False,A
engineering,"What is the pressure inside a boiler which contains liquid water and steam at a temperature of 225°F. Assume that the enthalpy of vaporization of water at 212°F, 1 atm is 970.3 Btu/lbm and the specific volume of the vapor and liquid phases are 26.80 and 0.01672 ft^3/lbm respectively.",H,B,False,B
engineering,"Calculate the roost probable distribution and the thermodynamicprobability (\Omega) for a system of eight moleculesdistributed among six available energy levels. The totalsystem energy is 4 ergs and the individual levels have energiesof 0, 1, 2, 3, 4, and 5 ergs, respectfully. Also determinethe entropy of the system.",I,A,False,A
engineering,Heats of formation are usually estimated by using bond dissociationenergies. Determine the heat of formation for propane@ STP using the following bond energy data. DATA @ 298°K and 1atm Bond Bond energy (kcal/mole) C-C 80 C-H 99 H-H 103,J,C,False,C
engineering,"Heat is transferred to a cylinder having a volume of 5m^3 containing0.05 m^3 of saturated liquid water and 4.95 m^3 of saturatedwater vapor at 0.1MPa, until the cylinder is filled withsaturated vapor. Calculate the amount of heat transferredfor the process.",H,E,False,E
engineering,"Calculate the heat transferred when 100J of work is done on asystem consisting of 1 mole of an ideal gas. At constant temperature, \DeltaE = 0 for the expansion of an ideal gas.",A,A,True,A
engineering,"A container ship has a cross-sectional area of 3,000 m^2 at the water line when the draft is 9m. What weight of containers can be added before the normal draft of 9.2m is reached. Assume salt water of weight density 10kN/m^3.",E,A,False,A
engineering,"A submarine-launched missile, 1 m diameter by 5 m long, is to be studied in a water tunnel to determine the loads acting on it during its underwater launch. The maximum speed during this initial part of the missile's flight is 10 m s^-1. Calculate the mean water tunnel flow velocity if a 1/20 scale model is to be employed and dynamic similarity is to be achieved.",E,D,False,D
engineering,"Determine the maximum discharge of water at 32°F that may be carried by a 3-in venturimeter, which has a coefficient of velocity of 0.95 without cavitation when the inlet pressure is 24 psia.",D,D,True,D
engineering,"A model of a proposed low-speed crop-dusting plane is to be tested in a wind tunnel capable of maintaining velocities of 264 ft/s, using atmospheric air. The prototype plane has a design wing span of 27 ft and a proposed speed of 88 ft/s. In order to preserve dynamic similarity, what should be the wing span of the model if the wind tunnel is to operate at full speed? Assume the air at these low velocities to be essentially incompressible. In addition, assume that the temperature of atmospheric air and the temperature of the wind-tunnel air are the same.",A,A,True,A
engineering,"Suppose a fluid particle moves according to the equations x = at, y =bt- ct^2, where a, b, c are constants. Find the normal and tangential accelerations.",G,G,True,G
engineering,"The drag of a ship in water is assumed to depend on the Reynolds number and the Froude number so that [drag / {(1/2)(\rhoV^2A)}] = f [{(\rhoVD) / \mu}, (V^2 / gD)] It is proposed that a model one-tenth the size of a full-scale ship be tested in water and the results be used to predict the performance of the full-scale ship. Is this feasible?",C,F,False,F
engineering,"Calculate the starting current and starting torque for the repulsion-start, induction-run motor described below: Rating:2 hp220 volts4 poles60 cycles Full-load torque = 96.5 oz-ft Maximum torque as induction motor = 228 oz-ft. r_1 = 0.765 \OmegaX_0 = 57.0 \Omega X_1 = 1.88 \OmegaK_r = 0.935 X_2 = 1.88 \Omegar_2 = 1.58 \Omega a = 4.68C (stator conductors) = 576 k_wl = 0.78r_c (short-circuited coils) = 0.00745\Omega a_3 = ratio of transformation stator to short-circuited coils a_3 = 56.25r_b(brush and brush contact) = 0.0140 \Omega Brush-shift angle = 16°",A,B,False,B
engineering,"2,300 volt60-cycle power transformer. r_1 = 1.28 ohmsr_2 = 0.0467 ohm x_1= 4.24 ohmsx_2 = 0.162 ohm Calculate the regulation using the per-unit method.",J,A,False,A
engineering,"(i)Whatis the circular-milarea of a wire (a) 0.1 in., (b)0.2 in., (c) 0.325 in. in diameter ? (ii) The resistance of a length of copper wire is 3.60 ohms at 20°C.What is its resistance at 80°C ?",D,G,False,G
engineering,A certain load to be driven at 1750 r/min requires a torque of 60 lb. ft. What horsepower will be required to drive the load ?,B,C,False,C
psychology,A person who received a Level 4 rating on the Rancho Los Amigos Scale of Cognitive Functioning:,E,G,False,G
psychology,"You receive a phone call from Hermann H., age 28, who says he is “totally miserable” because of the recent breakup with his girlfriend and that he would like to begin therapy with you. During the first session with Hermann, you find out that his political views are completely repugnant to you, and you feel that you would not enjoy working with him. As an ethical psychologist, you should:",I,C,False,C
psychology,"During the second stage of Kohlberg’s preconventional level of moral development, children obey rules because:",E,G,False,G
psychology,The mental retardation associated with PKU is preventable with:,F,D,False,D
psychology,Which of the following item difficulty (p) levels maximizes the differentiation of examinees into high- and low-performing groups:,B,C,False,C
psychology,A person is most likely to be helped in an emergency situation when:,G,B,False,B
psychology,The _______ is the least developed area of the brain at birth.,D,B,False,B
psychology,The following measure of general cognitive abilities would be most appropriate for use with a nonverbal adolescent:,J,C,False,C
psychology,Bartering as a form of payment for psychological services is,F,F,True,F
psychology,An examinee who makes a number of confabulatory responses on the Rorschach has overgeneralized from a part of the inkblot to the whole. Such responses suggest which of the following?,G,A,False,A
psychology,The information that family members continuously exchange and that helps minimize deviation and maintain the family's stability is referred to as ________ feedback.,B,A,False,A
psychology,Images and sounds are maintained in sensory memory for:,A,C,False,C
psychology,"""""""Vicarious liability"""" is most likely to be a concern when a psychologist is acting in the role of:""",B,H,False,H
psychology,Electrical stimulation of the brain for the treatment of chronic pain,D,A,False,A
psychology,Attentional load theory posits:,H,A,False,A
psychology,__________ memory is the aspect of memory that is involved in the recall of information acquired within the past few hours to days.,I,D,False,D
psychology,"Dr. Delbert Dinwoody is currently treating a 35-year-old client who has received a diagnosis of Alcohol Dependence. With the client's permission, Dr. Dinwoody invites the client's wife to participate in couple therapy. Inviting the wife to participate in therapy is:",E,A,False,A
psychology,"You have been treating a teenage male you suspect may have some neurologic difficulties. You inform his parents about your concerns and suggest they send him to a neurologist for an evaluation. Sometime later, the neurologist contacts you and requests your progress notes. You should ___________.",C,C,True,C
psychology,"When the correlation between high school students’ GPA and amount of time they spend studying each week is ____, this means that about 15% of variability in GPA is accounted for by amount of time spent studying.",E,A,False,A
psychology,"With regard to minority and nonminority clients, psychotherapy is",D,D,True,D
psychology,Kohlberg’s cognitive-developmental theory identifies which of the following as the initial stage of gender-role acquisition?,A,A,True,A
psychology,Psychoanalytic theory states that anxiety arises from,B,B,True,B
psychology,"According to ethics codes published by the American and Canadian Psychological Associations, if a psychologist knows of an ethical violation of a minor nature by a colleague, the psychologist",A,A,True,A
psychology,"A college freshman obtains a score of 150 on his English final exam, a score of 100 on his math exam, a score of 55 on his chemistry exam, and a score of 30 on his history exam. The means and standard deviations for these tests are, respectively, 125 and 20 for the English exam, 90 and 10 for the math exam, 45 and 5 for the chemistry exam, and 30 and 5 for the history exam. Based on this information, you can conclude that the young man's test performance was best on which exam?",H,A,False,A
psychology,"In organizations, the level of affective commitment is likely to be least predictive of which of the following?",A,B,False,B
chemistry,"An unknown substance is found to have a high melting point. In addition, it is a poor conductor of electricity and does not dissolve in water. The substance most likely contains",C,C,True,C
chemistry,Which of the following has an octet of electrons around the central atom?,D,C,False,C
chemistry,How many milliliters of 0.250 M KOH does it take to neutralize completely 50.0 mL of 0.150 M H3PO4?,B,C,False,C
chemistry,"Consider the Lewis structures for the following molecules: CO2, CO32-, NO2-, and NO3-. Which molecule or molecules exhibit sp2 hybridization around the central atom?",J,A,False,A
chemistry,Which net ionic equation below represents a possible reaction that takes place when a strip of magnesium metal is oxidized by a solution of chromium (III) nitrate?,E,G,False,G
chemistry,The simplest alkene has,B,A,False,A
chemistry,"Hypochlorous acid is an unstable compound, and one of the decomposition products is chlorine gas, Cl2. The decomposition of the acid lowers its concentration over time. What effect will the decomposition of one-fourth of the acid have on the agreement between the endpoint of the titration and the equivalence point during a titration with standard sodium hydroxide?",A,F,False,F
chemistry,An ideal solution is a,D,A,False,A
chemistry,Which of the following is incorrectly named?,I,C,False,C
chemistry,A 50.0 mL sample of 0.0025 M HBr is mixed with 50.0 mL of 0.0023 M KOH. What is the pH of the resulting mixture?,E,B,False,B
chemistry,Helium effuses through a pinhole 5.33 times faster than an unknown gas. That gas is most likely,J,A,False,A
chemistry,What is the maximum value of the z-component of the spin angular momentum of 43Ca? [I = 7⁄2],I,G,False,G
chemistry,What is the strength (B1) of a 13C 90° pulse of duration 1 μs?,C,C,True,C
chemistry,"A radioactive isotope, which is used in diagnostic imaging, has a half-life of 6.0 hours. If a quantity of this isotope has an activity of 150 mCi when it is delivered to a hospital, how much activity will remain 24 hours after delivery? (mCi = microcuries)",B,B,True,B
chemistry,The +1 oxidation state is more stable than the +3 oxidation state for which group 13 element?,B,,False,Tl
chemistry,"The molecular geometry of thionyl chloride, SOCl2, is best described as",C,B,False,B
chemistry,"Calculate the relative occupancies of the α and β spin energy levels for a radical species with g = 2.05, at L- and W-band frequencies (take TS = 300 K).",A,A,True,A
chemistry,What is the NMR frequency of 31P in a 20.0 T magnetic field?,G,A,False,A
chemistry,"An electron confined to a metallic nanoparticle is modelled as a particle in a one-dimensional box of length $L$. If the electron is in the state $n=1$, calculate the probability of finding it in the following regions: $0 \leq x \leq \frac{1}{2} L$.",I,A,False,A
chemistry,"Calculate $\Delta_{\mathrm{r}} G^{\ominus}(375 \mathrm{~K})$ for the reaction $2 \mathrm{CO}(\mathrm{g})+\mathrm{O}_2(\mathrm{~g}) \rightarrow 2 \mathrm{CO}_2(\mathrm{~g})$ from the values of $\Delta_{\mathrm{r}} G^{\ominus}(298 \mathrm{~K})$ : and $\Delta_{\mathrm{r}} H^{\ominus}(298 \mathrm{~K})$, and the GibbsHelmholtz equation.",D,C,False,C
chemistry,Suppose that the normalized wavefunction for an electron in a carbon nanotube of length $L=10.0 \mathrm{~nm}$ is: $\psi=(2 / L)^{1 / 2} \sin (\pi x / L)$. Calculate the probability that the electron is between $x=4.95 \mathrm{~nm}$ and $5.05 \mathrm{~nm}$.,A,A,True,A
chemistry,The chemical shift of the $\mathrm{CH}_3$ protons in acetaldehyde (ethanal) is $\delta=2.20$ and that of the $\mathrm{CHO}$ proton is 9.80 . What is the difference in local magnetic field between the two regions of the molecule when the applied field is $1.5 \mathrm{~T}$,E,C,False,C
chemistry,"When ultraviolet radiation of wavelength $58.4 \mathrm{~nm}$ from a helium lamp is directed on to a sample of krypton, electrons are ejected with a speed of $1.59 \times 10^6 \mathrm{~m} \mathrm{~s}^{-1}$. Calculate the ionization energy of krypton.
",C,E,False,E
chemistry,"For an electron in a certain rectangular well with a depth of $20.0 \mathrm{eV}$, the lowest energy level lies $3.00 \mathrm{eV}$ above the bottom of the well. Find the width of this well. Hint: Use $\tan \theta=\sin \theta / \cos \theta$",H,A,False,A
chemistry,"For the $\mathrm{H}_2$ ground electronic state, $D_0=4.4781 \mathrm{eV}$. Find $\Delta H_0^{\circ}$ for $\mathrm{H}_2(g) \rightarrow 2 \mathrm{H}(g)$ in $\mathrm{kJ} / \mathrm{mol}$",H,E,False,E
biology,Which of the following would most likely provide examples of mitotic cell divisions?,B,A,False,A
biology,The light reactions of photosynthesis supply the Calvin cycle with which of the following?,D,D,True,D
biology,"In minks, the gene for brown fur (B) is dominant over the gene for silver fur (b). Which set of genotypes represents a cross that could produce offspring with silver fur from parents that both have brown fur?",C,C,True,C
biology,"In reference to a segment of DNA, which of the following molecules contains the fewest number of nucleotides?",I,H,False,H
biology,"Which group is composed entirely of individuals who maintained that species are fixed (i.e., unchanging)?",C,C,True,C
biology,Which of the following statements is NOT correct about apoptosis?,A,B,False,B
biology,The theory of evolution is most accurately described as,F,F,True,F
biology,The principle inorganic compound found in living things is,F,C,False,C
biology,"If two modern organisms are distantly related in an evolutionary sense, then one should expect that",H,F,False,F
biology,Which of the following statements is not correct about lipids?,D,C,False,C
biology,Which of the following statements about the immune system is NOT correct?,A,A,True,A
biology,A reaction that includes energy as one of its reactants is called a(n),A,B,False,B
biology,"Tay-Sachs is a disease caused by a recessive allele. Individuals with the genetic disorder usually do not survive more than a few years, and thus are not able to reproduce and pass on the gene. What would explain how this allele and its associated disease is preserved in the population?",G,C,False,C
biology,A child with type A B blood inherits an IA allele from one parent and an IB allele from the other. The child will carry both A and B glycoproteins on the surface of all red blood cells. This pattern of expression is referred to as,E,E,True,E
biology,A frameshift mutation is created when,D,B,False,B
biology,"Cell motility, as viewed in a cultured fibroblast, encompasses all of the following EXCEPT",C,C,True,C
biology,Mouse sperm contain receptor proteins that bind to a glycoprotein (ZP3) in the zona pellucida of mouse eggs. Binding of ZP3 receptors to ZP3 initiates the sperm’s acrosomal reaction. All of the following experimental observations would be expected EXCEPT:,A,C,False,C
biology,Cancer cells grown in culture are similar to normal cells grown in culture in that they,I,B,False,B
biology,Why is genetic drift less important in human evolution at present than it was twenty thousand or more years ago?,J,J,True,J
biology,Describe briefly the characteristics of the ontogeny of a humanbeing from a zygote to a mature fetus. What is the significanceof this?,F,F,True,F
biology,The frequency of the gene for sickle-cell anemia in African-Americans is less than that found in the people living in their ancestral home in Africa. What factors might account for this difference?,G,G,True,G
biology,A gene C mutates to c with a frequency of 2 × 10^-6 per generation. There are no other forces acting on these alleles and mating is random. How many generations are needed to increase the frequency of gene c from 2 percent to 3 percent?,J,B,False,B
biology,How are chromosomal breaks produced? What factors modify these breaks?,D,B,False,B
biology,"In Caucasians the incidence of cystic fibrosis is about 1 in 2,000 births; but, among nonwhites the incidence is about 1 in 250,000 births. What would be the rate of incidence amongmatingsbetween Caucasians and nonwhites? If these offspring were to mate randomly among themselves, what incidence would be expected among their offspring?",I,A,False,A
biology,What are enhancer sequences ?,E,E,True,E
history,One of the less obvious reasons for the Inca to fight so many wars may have been:,D,A,False,A
history,The most obvious material symbols of ancient state societies are:,D,D,True,D
history,The ancient city of Cahokia contained more than _______ and a population of around _______.,C,C,True,C
history,What did the Moche build at the heart of their urban center?,E,A,False,A
history,The Shang Dynasty laid the foundation for a coherent development of Chinese civilization that lasted well into the:,G,H,False,H
history,Recent discoveries of Homo naledi fossils in the Dinaledi Chamber of the Rising Star cave system in South Africa suggest a mixture of post-cranial morphologies or mosaic of hominid traits. One of the reasons this new species is controversial is that:,G,B,False,B
history,"In primates, the location of which of the following determines if it is a quadruped or biped?",A,C,False,C
history,Australian and America megafauna were probably wiped out by:,B,B,True,B
history,"The fossil evidence indicates that by 1.8 million years ago, a new hominid known as _______ had evolved.",H,A,False,A
history,"This question refers to the following information.
""Since the foundations of the American commonwealth were laid in colonial times over 300 years ago, vigorous complaint and more or less bitter persecution have been aimed at newcomers to our shores. Also the congressional reports of about 1840 are full of abuse of English, Scotch, Welsh immigrants as paupers, criminals, and so forth. Old citizens in Detroit of Irish and German descent have told me of the fierce tirades and propaganda directed against the great waves of Irish and Germans who came over from 1840 on for a few decades to escape civil, racial, and religious persecution in their native lands. The ""Know-Nothings,"" lineal ancestors of the Ku-Klux Klan, bitterly denounced the Irish and Germans as mongrels, scum, foreigners, and a menace to our institutions, much as other great branches of the Caucasian race of glorious history and antecedents are berated to-day….But to-day it is the Italians, Spanish, Poles, Jews, Greeks, Russians, Balkanians, and so forth, who are the racial lepers…..In this bill we find racial discrimination at its worst—a deliberate attempt to go back 84 years in our census taken every 10 years so that a blow may be aimed at peoples of eastern and southern Europe, particularly at our recent allies in the Great War—Poland and Italy.""
Robert H. Clancy, Congressional Record, 68th Congress, 1st Session, 1924
Which one of the following legislative acts is most closely an example of nativism?",J,A,False,A
history,"This question refers to the following information.
""The law of love, peace and liberty in the states extending to Jews, Turks and Egyptians, as they are considered sonnes of Adam, which is the glory of the outward state of Holland, soe love, peace and liberty, extending to all in Christ Jesus, condemns hatred, war and bondage. And because our Saviour sayeth it is impossible but that offences will come, but woe unto him by whom they cometh, our desire is not to offend one of his little ones, in whatsoever form, name or title hee appears in, whether Presbyterian, Independent, Baptist or Quaker, but shall be glad to see anything of God in any of them, desiring to doe unto all men as we desire all men should doe unto us, which is the true law both of Church and State; for our Saviour sayeth this is the law and the prophets.
""Therefore if any of these said persons come in love unto us, we cannot in conscience lay violent hands upon them, but give them free egresse and regresse unto our Town, and houses, as God shall persuade our consciences, for we are bounde by the law of God and man to doe good unto all men and evil to noe man. And this is according to the patent and charter of our Towne, given unto us in the name of the States General, which we are not willing to infringe, and violate, but shall houlde to our patent and shall remaine, your humble subjects, the inhabitants of Vlishing (Flushing, part of the colony of New Netherlands).""
—The Flushing Remonstrance, 1657
Which of the following was most significant in enshrining into the U.S. legal structure the ideas contained in the Flushing Remonstrance?",H,A,False,A
history,"This question refers to the following information.
""If you analyze it I believe the very heart and soul of conservatism is libertarianism. I think conservatism is really a misnomer just as liberalism is a misnomer for the liberals—if we were back in the days of the Revolution, so-called conservatives today would be the Liberals and the liberals would be the Tories. The basis of conservatism is a desire for less government interference or less centralized authority or more individual freedom and this is a pretty general description also of what libertarianism is. Now, I can't say that I will agree with all the things that the present group who call themselves Libertarians in the sense of a party say, because I think that like in any political movement there are shades, and there are libertarians who are almost over at the point of wanting no government at all or anarchy. I believe there are legitimate government functions. There is a legitimate need in an orderly society for some government to maintain freedom or we will have tyranny by individuals. The strongest man on the block will run the neighborhood. We have government to ensure that we don't each one of us have to carry a club to defend ourselves. But again, I stand on my statement that I think that libertarianism and conservatism are traveling the same path.""
Ronald Reagan, Interview published in Reason magazine, 1975
Which of the following groups would be most opposed to the sentiments expressed in the excerpt above?",A,B,False,B
history,"This question refers to the following information.
""Those whose condition is such that their function is the use of their bodies and nothing better can be expected of them, those, I say, are slaves of nature. It is better for them to be ruled thus.""
Juan de Sepulveda, Politics, 1522
""When Latin American nations gained independence in the 19th century, those two strains converged, and merged with an older, more universalist, natural law tradition. The result was a distinctively Latin American form of rights discourse. Paolo Carozza traces the roots of that discourse to a distinctive application, and extension, of Thomistic moral philosophy to the injustices of Spanish conquests in the New World. The key figure in that development seems to have been Bartolomé de Las Casas, a 16th-century Spanish bishop who condemned slavery and championed the cause of Indians on the basis of a natural right to liberty grounded in their membership in a single common humanity. 'All the peoples of the world are humans,' Las Casas wrote, and 'all the races of humankind are one.' According to Brian Tierney, Las Casas and other Spanish Dominican philosophers laid the groundwork for a doctrine of natural rights that was independent of religious revelation 'by drawing on a juridical tradition that derived natural rights and natural law from human rationality and free will, and by appealing to Aristotelian philosophy.'""
Mary Ann Glendon, ""The Forgotten Crucible: The Latin American Influence on the Universal Human Rights Idea,” 2003
Which one of the following statements about the Spanish conquest of the Americas is most accurate?",I,E,False,E
history,"This question refers to the following information.
Here is the case of a woman employed in the manufacturing department of a Broadway house. It stands for a hundred like her own. She averages three dollars a week. Pay is $1.50 for her room; for breakfast she has a cup of coffee; lunch she cannot afford. One meal a day is her allowance. This woman is young, she is pretty. She has ""the world before her."" Is it anything less than a miracle if she is guilty of nothing less than the ""early and improvident marriage,"" against which moralists exclaim as one of the prolific causes of the distresses of the poor? Almost any door might seem to offer a welcome escape from such slavery as this. ""I feel so much healthier since I got three square meals a day,"" said a lodger in one of the Girls' Homes. Two young sewing-girls came in seeking domestic service, so that they might get enough to eat. They had been only half-fed for some time, and starvation had driven them to the one door at which the pride of the American-born girl will not permit her to knock, though poverty be the price of her independence.
—Jacob Riis, How the Other Half Lives, 1890
The situation faced by the young women in the passage above is most directly comparable to which of the following?",B,D,False,D
history,"This question refers to the following information.
""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoever, but also we found that the Vietnamese whom we had enthusiastically molded after our own image were hard put to take up the fight against the threat we were supposedly saving them from.
""We found most people didn't even know the difference between communism and democracy. They only wanted to work in rice paddies without helicopters strafing them and bombs with napalm burning their villages and tearing their country apart. They wanted everything to do with the war, particularly with this foreign presence of the United States of America, to leave them alone in peace, and they practiced the art of survival by siding with whichever military force was present at a particular time, be it Viet Cong, North Vietnamese or American.""
John Kerry, 1971
Which of the following pairs of words best characterizes the differences between the approaches of Presidents Lyndon Johnson (1963–1969) and Richard Nixon (1969–1974) to the Vietnam conflict?",D,F,False,F
history,"This question refers to the following information.
Now, we have organized a society, and we call it ""Share Our Wealth Society,"" a society with the motto ""Every Man a King.""…
We propose to limit the wealth of big men in the country. There is an average of $15,000 in wealth to every family in America. That is right here today.
We do not propose to divide it up equally. We do not propose a division of wealth, but we do propose to limit poverty that we will allow to be inflicted on any man's family. We will not say we are going to try to guarantee any equality … but we do say that one third of the average is low enough for any one family to hold, that there should be a guarantee of a family wealth of around $5,000; enough for a home, an automobile, a radio, and the ordinary conveniences, and the opportunity to educate their children.…
We will have to limit fortunes. Our present plan is that we will allow no man to own more than $50,000,000. We think that with that limit we will be able to carry out the balance of the program.
—Senator Huey P. Long of Louisiana, Radio Address, February 23, 1934
Senator Long's ""Share the Wealth Society"" attracted many followers in 1934 because",F,A,False,A
